Annee;Serie;Serie_Partielle;Code_Station;trawling_depth;Id_Operation;Poche;Code_Taxon;Code_Espece_Campagne;Nom_Scientifique;Benthos;Lot_A_Confirmer;V_HV;Num_Ordre_V_HV_H2;Tot_V_HV;Ech_V_HV;Type_Volume_Poids_V_HV;Unite_Volume_Poids_V_HV;Commentaire_V_HV;Class_Tri;Num_Ordre_Class_Tri_H2;Tot_Class_Tri;Ech_Class_Tri;Type_Volume_Poids_Class_Tri;Unite_Volume_Poids_Class_Tri;Commentaire_Class_Tri;Sexe;Num_Ordre_Sexe_H2;Tot_Sexe;Ech_Sexe;Type_Volume_Poids_Sexe;Unite_Volume_Poids_Sexe;Commentaire_Sexe;Code_Longueur;Libelle_Longueur;Taille;NumOrdre_Taille_H2;Poids_Classe_Taille;Unite_Taille;Precision_Mesure;Nbr;Nbr_Calcule;Poids_Reference;Coef_Elev_Espece_Capture;Coef_Final_Elevation;Serie_Id;V_HV_Id;V_HV_Lot_Id;Class_Tri_Id;Class_Tri_Lot_Id;Sexe_Id;Sexe_Lot_Id
2002;Campagne EVHOE;1;G0344;500;168;1;1346;;Xenodermichthys copei;N;N;Vrac;11;0.346;;Poids;kg;poids estimé à partir des PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;44;?;0.346;1.0;1.0;CAM-EVHOE;311;13533152;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;168;1;872;;Acanthephyra pelagica;Y;N;Vrac;1;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;4;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533154;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;168;1;2786;;Euphausia;Y;N;Vrac;2;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;12;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533161;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;168;1;4284;;Acanthephyra purpurea;Y;N;Vrac;3;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;33;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533147;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;168;1;6816;;Ephyrina hoskynii;Y;N;Vrac;4;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;14;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533155;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;168;1;6838;;Gnathophausia zoea;Y;N;Vrac;5;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533156;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;168;1;839;;Meganyctiphanes norvegica;Y;N;Vrac;6;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;28;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533157;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;168;1;867;;Pasiphaea multidentata;Y;N;Vrac;7;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533158;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;168;1;868;;Pasiphaea sivado;Y;N;Vrac;8;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;7;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533159;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;168;1;862;;Sergia robusta;Y;N;Vrac;9;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;20;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533160;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;171;1;1416;;Benthosema glaciale;N;N;Vrac;1;0.381;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;441;?;0.381;1.0;1.0;CAM-EVHOE;311;13533233;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;171;1;1417;;Ceratoscopelus maderensis;N;N;Vrac;2;0.046;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;21;?;0.046;1.0;1.0;CAM-EVHOE;311;13533227;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;171;1;501;;Histioteuthis;N;N;Vrac;3;0.001;;Poids;kg;Histioteuthis espèce n°2@@ATTENTION POIDS NON VALIDE: mis à 1g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.001;1.0;1.0;CAM-EVHOE;311;13533238;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;171;1;6825;;Macroparalepis affinis;N;N;Vrac;4;0.001;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.001;1.0;1.0;CAM-EVHOE;311;13533228;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;171;1;1379;;Maurolicus muelleri;N;N;Vrac;5;0.002;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;5;?;0.002;1.0;1.0;CAM-EVHOE;311;13533229;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;171;1;1415;;Myctophum punctatum;N;N;Vrac;6;0.017;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;5;?;0.017;1.0;1.0;CAM-EVHOE;311;13533230;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;171;1;1439;;Notoscopelus kroyeri;N;N;Vrac;7;0.012;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;7;?;0.012;1.0;1.0;CAM-EVHOE;311;13533231;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;171;1;2786;;Euphausia;Y;N;Vrac;1;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;6650;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533224;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;171;1;839;;Meganyctiphanes norvegica;Y;N;Vrac;2;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 1g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;11250;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533237;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;171;1;867;;Pasiphaea multidentata;Y;N;Vrac;3;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 1g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533236;NA;;NA;
2002;Campagne EVHOE;1;G0344;500;171;1;868;;Pasiphaea sivado;Y;N;Vrac;4;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1525;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533235;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;1448;;Arctozenus risso;N;N;Vrac;1;0.021;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;5;?;0.021;1.0;1.0;CAM-EVHOE;311;13533175;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;1375;;Argyropelecus hemigymnus;N;N;Vrac;2;0.002;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;3;?;0.002;1.0;1.0;CAM-EVHOE;311;13533166;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.398;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;55;?;0.398;1.0;1.0;CAM-EVHOE;311;13533165;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;1416;;Benthosema glaciale;N;N;Vrac;4;0.004;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;4;?;0.004;1.0;1.0;CAM-EVHOE;311;13533167;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;6825;;Macroparalepis affinis;N;N;Vrac;5;0.001;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.001;1.0;1.0;CAM-EVHOE;311;13533168;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;1430;;Nannobrachium atrum;N;N;Vrac;6;0.007;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.007;1.0;1.0;CAM-EVHOE;311;13533169;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;1439;;Notoscopelus kroyeri;N;N;Vrac;7;0.017;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;11;?;0.017;1.0;1.0;CAM-EVHOE;311;13533170;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;2670;;Serrivomer beanii;N;N;Vrac;8;0.036;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.036;1.0;1.0;CAM-EVHOE;311;13533171;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;1385;;Stomias boa;N;N;Vrac;9;0.018;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.018;1.0;1.0;CAM-EVHOE;311;13533172;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;1346;;Xenodermichthys copei;N;N;Vrac;10;0.212;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;27;?;0.212;1.0;1.0;CAM-EVHOE;311;13533173;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;872;;Acanthephyra pelagica;Y;N;Vrac;1;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533177;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;4284;;Acanthephyra purpurea;Y;N;Vrac;2;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 1g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;354;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533184;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;2786;;Euphausia;Y;N;Vrac;3;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;54;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533178;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;6838;;Gnathophausia zoea;Y;N;Vrac;4;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533179;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;839;;Meganyctiphanes norvegica;Y;N;Vrac;5;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;32;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533180;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;740;;Mysida;Y;N;Vrac;6;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533181;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;867;;Pasiphaea multidentata;Y;N;Vrac;7;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;9;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533182;NA;;NA;
2002;Campagne EVHOE;1;G0349;200;169;1;868;;Pasiphaea sivado;Y;N;Vrac;8;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;35;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533183;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1448;;Arctozenus risso;N;N;Vrac;1;0.021;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;5;?;0.021;1.0;1.0;CAM-EVHOE;311;13533210;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1376;;Argyropelecus olfersii;N;N;Vrac;2;0.044;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;6;?;0.044;1.0;1.0;CAM-EVHOE;311;13533189;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;2597;;Bathylagus euryops;N;N;Vrac;3;0.067;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;6;?;0.067;1.0;1.0;CAM-EVHOE;311;13533190;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1416;;Benthosema glaciale;N;N;Vrac;4;0.091;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;105;?;0.091;1.0;1.0;CAM-EVHOE;311;13533191;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1383;;Chauliodus sloani;N;N;Vrac;5;0.051;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.051;1.0;1.0;CAM-EVHOE;311;13533192;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;6819;;Cyclothone microdon;N;N;Vrac;6;0.001;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.001;1.0;1.0;CAM-EVHOE;311;13533193;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1365;;Cyclothone;N;N;Vrac;7;0.001;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;3;?;0.001;1.0;1.0;CAM-EVHOE;311;13533194;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1423;;Diaphus metopoclampus;N;N;Vrac;8;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533213;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;6821;;Eurypharynx pelecanoides;N;N;Vrac;9;0.002;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.002;1.0;1.0;CAM-EVHOE;311;13533196;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;2614;;Sigmops bathyphilus;N;N;Vrac;10;0.001;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;0.001;1.0;1.0;CAM-EVHOE;311;13533195;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;501;;Histioteuthis;N;N;Vrac;11;1.0E-4;;Poids;kg;Poids à estimé especes n°1@@ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533201;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1429;;Lampanyctus crocodilus;N;N;Vrac;12;0.323;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;46;?;0.323;1.0;1.0;CAM-EVHOE;311;13533198;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1435;;Lobianchia gemellarii;N;N;Vrac;13;0.017;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;4;?;0.017;1.0;1.0;CAM-EVHOE;311;13533197;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1379;;Maurolicus muelleri;N;N;Vrac;14;0.001;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;0.001;1.0;1.0;CAM-EVHOE;311;13533186;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1553;;Micromesistius poutassou;N;N;Vrac;15;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;8;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533214;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1415;;Myctophum punctatum;N;N;Vrac;16;0.003;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.003;1.0;1.0;CAM-EVHOE;311;13533200;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1430;;Nannobrachium atrum;N;N;Vrac;17;0.02;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;3;?;0.02;1.0;1.0;CAM-EVHOE;311;13533202;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;2649;;Normichthys operosus;N;N;Vrac;18;0.092;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;9;?;0.092;1.0;1.0;CAM-EVHOE;311;13533203;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1439;;Notoscopelus kroyeri;N;N;Vrac;19;0.036;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;22;?;0.036;1.0;1.0;CAM-EVHOE;311;13533204;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;6831;;Searsia koefoedi;N;N;Vrac;20;0.019;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.019;1.0;1.0;CAM-EVHOE;311;13533205;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;2670;;Serrivomer beanii;N;N;Vrac;21;0.036;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.036;1.0;1.0;CAM-EVHOE;311;13533206;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1385;;Stomias boa;N;N;Vrac;22;0.018;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.018;1.0;1.0;CAM-EVHOE;311;13533207;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;1346;;Xenodermichthys copei;N;N;Vrac;23;0.205;;Poids;kg;poids estimé par PMI;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;26;?;0.205;1.0;1.0;CAM-EVHOE;311;13533208;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;872;;Acanthephyra pelagica;Y;N;Vrac;1;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;16;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533199;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;4284;;Acanthephyra purpurea;Y;N;Vrac;2;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;12;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533215;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;6816;;Ephyrina hoskynii;Y;N;Vrac;3;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;11;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533222;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;2786;;Euphausia;Y;N;Vrac;4;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;28;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533212;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;6838;;Gnathophausia zoea;Y;N;Vrac;5;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;10;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533216;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;839;;Meganyctiphanes norvegica;Y;N;Vrac;6;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533217;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;6818;;Parapasiphae sulcatifrons;Y;N;Vrac;7;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;8;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533218;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;867;;Pasiphaea multidentata;Y;N;Vrac;8;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533219;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;868;;Pasiphaea sivado;Y;N;Vrac;9;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;110;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533220;NA;;NA;
2002;Campagne EVHOE;1;G0354;2000;170;1;862;;Sergia robusta;Y;N;Vrac;10;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;29;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533221;NA;;NA;
2002;Campagne EVHOE;1;G0370;1000;172;1;2590;;Anoplogaster cornuta;N;N;Vrac;1;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13533268;NA;;NA;
